species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule
Bakau orthobunyavirus	E			NULL	No entry in Genbank	NULL	NULL	NULL	Bakau virus	BAKV	NULL	1	202100094	"invertebrates, vertebrates"	ssRNA(-)
Batai orthobunyavirus	E	MS50	L: JX846606; M: JX846605; S: JX846604	NULL	Complete genome	NULL	NULL	NULL	Batai virus	BATV	NULL	1	202106355	"invertebrates, vertebrates"	ssRNA(-)
Batama orthobunyavirus	E	AnB1292	S: FJ660420	NULL	Partial genome	NULL	NULL	NULL	Batama virus	BMAV	NULL	1	202100095	"invertebrates, vertebrates"	ssRNA(-)
Bellavista orthobunyavirus	E	PRD0552	L: KX161718; M: KX161719; S: KX161720	NULL	Complete genome	NULL	NULL	NULL	Bellavista virus	BELLV	NULL	1	202106596	invertebrates	ssRNA(-)
Benevides orthobunyavirus	E			NULL	No entry in Genbank	NULL	NULL	NULL	Benevides virus	BVSV; BENV	NULL	1	202100096	"invertebrates, vertebrates"	ssRNA(-)
Bertioga orthobunyavirus	E			NULL	No entry in Genbank	NULL	NULL	NULL	Bertioga virus	BERV	NULL	1	202100097	"invertebrates, vertebrates"	ssRNA(-)
Bimiti orthobunyavirus	E	TRVL 8362	L: KP792657; M: KP792656; S: KP792655	NULL	Complete genome	NULL	NULL	NULL	bimiti virus	BIMV	NULL	1	202100098	"invertebrates, vertebrates"	ssRNA(-)
Birao orthobunyavirus	E	DakArB 2198	L: MH370821; M: MH370822; S: MH370823	NULL	Complete genome	NULL	NULL	NULL	Birao virus	BIRV	NULL	1	202106356	"invertebrates, vertebrates"	ssRNA(-)
Botambi orthobunyavirus	E			NULL	No entry in Genbank	NULL	NULL	NULL	Botambi virus	BOTV	NULL	1	202100099	"invertebrates, vertebrates"	ssRNA(-)
Bozo orthobunyavirus	E	DakArB 7343	L: MH370824; M: MH370825; S: MH370826	NULL	Complete genome	NULL	NULL	NULL	Bozo virus	BOZOV	NULL	1	202106357	"invertebrates, vertebrates"	ssRNA(-)
Brazoran orthobunyavirus	E	original	L: KC854418; M: KC854417; S: KC854416	NULL	Complete genome	NULL	NULL	NULL	Brazoran virus	BRAZV	NULL	1	202109318	invertebrates	ssRNA(-)
Bruconha orthobunyavirus	E	77V74814	L: KM280929; M: KM280924; S: KM280937	NULL	Complete genome	NULL	NULL	NULL	Bruconha virus	BRUV	NULL	1	202109319	vertebrates	ssRNA(-)
Buffalo Creek orthobunyavirus	E	DPP186	L: KJ481929; M: KJ481928; S: KJ481927	NULL	Complete genome	NULL	NULL	NULL	Buffalo Creek virus	BUCV	NULL	1	202109320	invertebrates	ssRNA(-)
Bunyamwera orthobunyavirus	E		L: X14383; M: M11852; S: D00353	NULL	Complete genome	NULL	NULL	NULL	Bunyamwera virus	BUNV	NULL	1	202100100	"invertebrates, vertebrates"	ssRNA(-)
Bushbush orthobunyavirus	E			NULL	No entry in Genbank	NULL	NULL	NULL	Bushbush virus	BSBV	NULL	1	202100101	"invertebrates, vertebrates"	ssRNA(-)
Alphapapillomavirus 3	E		U31793	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 61	HPV61	NULL	1	202103976	vertebrates	ssDNA
Alphapapillomavirus 4	E		X55964	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 2	HPV2	NULL	1	202103977	vertebrates	ssDNA
Alphapapillomavirus 5	E		X74472	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 26	HPV26	NULL	1	202103978	vertebrates	ssDNA
Alphapapillomavirus 6	E		X74474	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 30	HPV30	NULL	1	202103979	vertebrates	ssDNA
Alphapapillomavirus 7	E		X05015	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 18	HPV18	NULL	1	202103980	vertebrates	ssDNA
Alphapapillomavirus 8	E		X74463	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 7	HPV7	NULL	1	202103981	vertebrates	ssDNA
Alphapapillomavirus 9	E		K02718	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 16	HPV16	NULL	1	202103982	vertebrates	ssDNA
Alphapapillomavirus 10	E		X00203	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 6	HPV6	NULL	1	202103983	vertebrates	ssDNA
Alphapapillomavirus 11	E		X74476	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 34	HPV34	NULL	1	202103984	vertebrates	ssDNA
Alphapapillomavirus 12	E		M60184	NULL	Complete genome	NULL	NULL	NULL	Macaca mulata papillomavirus 1	MmPV1	NULL	1	202103985	vertebrates	ssDNA
Alphapapillomavirus 13	E		U37488	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 54	HPV54	NULL	1	202103986	vertebrates	ssDNA
Alphapapillomavirus 14	E		AB040456	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 71	HPV71	NULL	1	202103987	vertebrates	ssDNA
Betapapillomavirus 1	E		M17463	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 5	HPV5	NULL	1	202103989	vertebrates	ssDNA
Betapapillomavirus 2	E		X74464	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 9	HPV9	NULL	1	202103990	vertebrates	ssDNA
Betapapillomavirus 3	E		X74480	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 49	HPV49	NULL	1	202103991	vertebrates	ssDNA
Betapapillomavirus 4	E		AF531420	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 92	HPV92	NULL	1	202103992	vertebrates	ssDNA
Betapapillomavirus 5	E		AY382779	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 96	HPV96	NULL	1	202103993	vertebrates	ssDNA
Betapapillomavirus 6	E	Mac191	GU014531	NULL	Complete genome	NULL	NULL	NULL	Macaca fascicularis papillomavirus 2	MfPV2	NULL	1	202103994	vertebrates	ssDNA
Chipapillomavirus 1	E		DQ295066	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 3	CPV3	NULL	1	202103996	vertebrates	ssDNA
Chipapillomavirus 2	E	pug2006	EF584537	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 4	CPV4	NULL	1	202103997	vertebrates	ssDNA
Chipapillomavirus 3	E	Charlotte	HQ262536	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 8	CPV8	NULL	1	202103998	vertebrates	ssDNA
Deltapapillomavirus 1	E		M15953	NULL	Complete genome	NULL	NULL	NULL	Alces alces papillomavirus 1	AaPV1	NULL	1	202104000	vertebrates	ssDNA
Deltapapillomavirus 2	E		M11910	NULL	Complete genome	NULL	NULL	NULL	Odocoileus virginianus papillomavirus 1	OvPV1	NULL	1	202104001	vertebrates	ssDNA
Deltapapillomavirus 3	E		U83594	NULL	Complete genome	NULL	NULL	NULL	Ovis aries papillomavirus 1	OaPV1	NULL	1	202104002	vertebrates	ssDNA
Deltapapillomavirus 4	E		X02346	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 1	BPV1	NULL	1	202104003	vertebrates	ssDNA
Deltapapillomavirus 5	E		EF680235	NULL	Complete genome	NULL	NULL	NULL	Capreolus capreolus papillomavirus 1	CcaPV1	NULL	1	202104004	vertebrates	ssDNA
Deltapapillomavirus 6	E		HQ912790	NULL	Complete genome	NULL	NULL	NULL	Camelus dromedarius papillomavirus 1	CdPV1	NULL	1	202104005	vertebrates	ssDNA
Deltapapillomavirus 7	E	GC2011	KX954132	NULL	Complete genome	NULL	NULL	NULL	Giraffa camelopardalis papillomavirus 1	GcPV1	NULL	1	202105864	vertebrates	ssDNA
Dyochipapillomavirus 1	E	Asinara	KF741371	NULL	Complete genome	NULL	NULL	NULL	Equus asinus papillomavirus	EaPV1	NULL	1	202104007	vertebrates	ssDNA
Dyodeltapapillomavirus 1	E	variant a	EF395818	NULL	Complete genome	NULL	NULL	NULL	Sus scrofa papillomavirus 1	SsPV1	NULL	1	202104009	vertebrates	ssDNA
Dyoepsilonpapillomavirus 1	E		EU188799	NULL	Complete genome	NULL	NULL	NULL	Francolinus leucoscepus papillomavirus 1	FlPV1	NULL	1	202104011	vertebrates	ssDNA
Dyoetapapillomavirus 1	E		FJ379293	NULL	Complete genome	NULL	NULL	NULL	Erinaceus europaeus papillomavirus 1	EePV1	NULL	1	202104013	vertebrates	ssDNA
Dyoiotapapillomavirus 1	E	Haflinger	GU384895	NULL	Complete genome	NULL	NULL	NULL	Equus caballus papillomavirus 3	EcPV3	NULL	1	202104015	vertebrates	ssDNA
Dyoiotapapillomavirus 2	E		JQ031032	NULL	Complete genome	NULL	NULL	NULL	Equus caballus papillomavirus 4	EcPV4	NULL	1	202104016	vertebrates	ssDNA
Dyokappapapillomavirus 1	E	Sar1	FJ796965	NULL	Complete genome	NULL	NULL	NULL	Ovis aries papillomavirus 3	OaPV3	NULL	1	202104018	vertebrates	ssDNA
Dyokappapapillomavirus 2	E		KC876045	NULL	Complete genome	NULL	NULL	NULL	Rupicapra rupicapra papillomavirus 1	RrPV1	NULL	1	202104019	vertebrates	ssDNA
Dyokappapapillomavirus 3	E		KU519391	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 16	BPV16	NULL	1	202105865	vertebrates	ssDNA
Dyokappapapillomavirus 4	E		KU519393	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 18	BPV18	NULL	1	202105866	vertebrates	ssDNA
Dyokappapapillomavirus 5	E	ILAT 93802	KT932713	NULL	Complete genome	NULL	NULL	NULL	Pudu puda papillomavirus 1	PpuPV1	NULL	1	202105867	vertebrates	ssDNA
Dyolambdapapillomavirus 1	E		GU220391	NULL	Complete genome	NULL	NULL	NULL	Bettongia penicillata papillomavirus 1	BpPV1	NULL	1	202104021	vertebrates	ssDNA
Dyomupapillomavirus 1	E	Zurich 2009	HQ262535	NULL	Complete genome	NULL	NULL	NULL	Morelia spilota papillomavirus 1	MsPV1	NULL	1	202104023	vertebrates	ssDNA
Dyonupapillomavirus 1	E	2008	HQ293213	NULL	Complete genome	NULL	NULL	NULL	Zalophus californianus papillomavirus 1	ZcPV1	NULL	1	202104025	vertebrates	ssDNA
Dyoomegapapillomavirus 1	E		KC858264	NULL	Complete genome	NULL	NULL	NULL	Eptesicus serotinus papillomavirus 2	EsPV2	NULL	1	202104027	vertebrates	ssDNA
Dyoomikronpapillomavirus 1	E	Mac2066	JF304765	NULL	Complete genome	NULL	NULL	NULL	Saimiri sciureus papillomavirus 1	SscPV1	NULL	1	202104029	vertebrates	ssDNA
Dyophipapillomavirus 1	E	Bruges/2009/22	KC460987	NULL	Complete genome	NULL	NULL	NULL	Talpa europaea papillomavirus 1	TePV1	NULL	1	202104031	vertebrates	ssDNA
Dyopipapillomavirus 1	E		GU117623	NULL	Complete genome	NULL	NULL	NULL	Phocoena phocoena papillomavirus	PphPV4	NULL	1	202104033	vertebrates	ssDNA
Dyopsipapillomavirus 1	E		KC858263	NULL	Complete genome	NULL	NULL	NULL	Eptesicus serotinus papillomavirus 1	EsPV1	NULL	1	202104035	vertebrates	ssDNA
Dyorhopapillomavirus 1	E	Sirkar_2011	JQ965698	NULL	Complete genome	NULL	NULL	NULL	Equus caballus papillomavirus 6	EcPV6	NULL	1	202104037	vertebrates	ssDNA
Dyosigmapapillomavirus 1	E		KC020689	NULL	Complete genome	NULL	NULL	NULL	Castor canadensis papillomavirus 1	CcanPV1	NULL	1	202104039	vertebrates	ssDNA
Dyotaupapillomavirus 1	E	TT20F	JQ692938	NULL	Complete genome	NULL	NULL	NULL	Miniopterus schreibersii papillomavirus 2	MscPV2	NULL	1	202104041	vertebrates	ssDNA
Dyothetapapillomavirus 1	E	Main Coon 2007	EU796884	NULL	Complete genome	NULL	NULL	NULL	Felis domesticus papillomavirus 2	FcaPV2	NULL	1	202104043	vertebrates	ssDNA
Dyoupsilonpapillomavirus 1	E		JX123128	NULL	Complete genome	NULL	NULL	NULL	Eidolon helvum papillomavirus 1	EhPV1	NULL	1	202104045	vertebrates	ssDNA
Dyoxipapillomavirus 1	E		DQ217793	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 7	BPV7	NULL	1	202104047	vertebrates	ssDNA
Dyoxipapillomavirus 2	E		KU519394	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 19	BPV19	NULL	1	202105868	vertebrates	ssDNA
Dyozetapapillomavirus 1	E		EU493092	NULL	Complete genome	NULL	NULL	NULL	Caretta caretta papillomavirus 1	CcPV1	NULL	1	202104049	vertebrates	ssDNA
Epsilonpapillomavirus 1	E		AF457465	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 5	BPV5	NULL	1	202104051	vertebrates	ssDNA
Epsilonpapillomavirus 2	E	BernieDPV	KU350625	NULL	Complete genome	NULL	NULL	NULL	Cervus elaphus papillomavirus 1	CePV1	NULL	1	202105869	vertebrates	ssDNA
Etapapillomavirus 1	E		AY057109	NULL	Complete genome	NULL	NULL	NULL	Fringilla coelebs papillomavirus	FcPV1	NULL	1	202104053	vertebrates	ssDNA
Gammapapillomavirus 1	E		X70827	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 4	HPV4	NULL	1	202104055	vertebrates	ssDNA
Gammapapillomavirus 2	E		U31789	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 48	HPV48	NULL	1	202104056	vertebrates	ssDNA
Gammapapillomavirus 3	E		U31790	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 50	HPV50	NULL	1	202104057	vertebrates	ssDNA
Gammapapillomavirus 4	E		U31792	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 60	HPV60	NULL	1	202104058	vertebrates	ssDNA
Gammapapillomavirus 5	E		EF467176	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 88	HPV88	NULL	1	202104059	vertebrates	ssDNA
Gammapapillomavirus 6	E	Qv23954	DQ080081	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 101	HPV101	NULL	1	202104060	vertebrates	ssDNA
Gammapapillomavirus 7	E		EU541441	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 109	HPV109	NULL	1	202104061	vertebrates	ssDNA
Gammapapillomavirus 8	E		EU541442	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 112	HPV112	NULL	1	202104062	vertebrates	ssDNA
Gammapapillomavirus 9	E		FJ804072	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 116	HPV116	NULL	1	202104063	vertebrates	ssDNA
Gammapapillomavirus 10	E	NJ3301	GQ845443	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 121	HPV121	NULL	1	202104064	vertebrates	ssDNA
Gammapapillomavirus 11	E		AB646346	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 126	HPV126	NULL	1	202104065	vertebrates	ssDNA
Gammapapillomavirus 12	E	R3a	HM011570	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 127	HPV127	NULL	1	202104066	vertebrates	ssDNA
Gammapapillomavirus 13	E		GU225708	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 128	HPV128	NULL	1	202104067	vertebrates	ssDNA
Gammapapillomavirus 14	E	27-49	GU117631	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 131	HPV131	NULL	1	202104068	vertebrates	ssDNA
Gammapapillomavirus 15	E	NJ3500	HM999987	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 135	HPV135	NULL	1	202104069	vertebrates	ssDNA
Gammapapillomavirus 16	E	NJ2801H	HM999989	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 137	HPV137	NULL	1	202104070	vertebrates	ssDNA
Gammapapillomavirus 17	E	CL3740	HM999996	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 144	HPV144	NULL	1	202104071	vertebrates	ssDNA
Gammapapillomavirus 18	E	GC01	JX429973	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 156	HPV156	NULL	1	202104072	vertebrates	ssDNA
Gammapapillomavirus 19	E	KC1	JX413109	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 161	HPV161	NULL	1	202104073	vertebrates	ssDNA
Gammapapillomavirus 20	E	KC3	JX413107	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 163	HPV163	NULL	1	202104074	vertebrates	ssDNA
Gammapapillomavirus 21	E	KC10	KC862318	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 167	HPV167	NULL	1	202104075	vertebrates	ssDNA
Gammapapillomavirus 22	E		KF006399	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 172	HPV172	NULL	1	202104076	vertebrates	ssDNA
Gammapapillomavirus 23	E	SE87	KC108721	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 175	HPV175	NULL	1	202104077	vertebrates	ssDNA
Gammapapillomavirus 24	E		KJ130020	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 178	HPV178	NULL	1	202104078	vertebrates	ssDNA
Gammapapillomavirus 25	E	SIBX17	HG530535	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 184	HPV184	NULL	1	202104079	vertebrates	ssDNA
Gammapapillomavirus 26	E	ACS447	KR816174	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 187	HPV187	NULL	1	202104080	vertebrates	ssDNA
Gammapapillomavirus 27	E		KP692115	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 201	HPV201	NULL	1	202105870	vertebrates	ssDNA
Iotapapillomavirus 1	E		U01834	NULL	Complete genome	NULL	NULL	NULL	Mastomys natalensis papillomavirus 1	MnPV1	NULL	1	202104082	vertebrates	ssDNA
Iotapapillomavirus 2	E	M-14	JF755418	NULL	Complete genome	NULL	NULL	NULL	Peromyscus papillomavirus 1	PmPV1	NULL	1	202105871	vertebrates	ssDNA
Kappapapillomavirus 1	E		AF227240	NULL	Complete genome	NULL	NULL	NULL	Oryctolagus cuniculus papillomavirus 1	OcPV1	NULL	1	202104084	vertebrates	ssDNA
Kappapapillomavirus 2	E		K02708	NULL	Complete genome	NULL	NULL	NULL	Sylvilagus floridanus papillomavirus 1	SfPV1	NULL	1	202104085	vertebrates	ssDNA
Lambdapapillomavirus 1	E		AF480454	NULL	Complete genome	NULL	NULL	NULL	Felis domesticus papillomavirus 1	FcaPV1	NULL	1	202104087	vertebrates	ssDNA
Lambdapapillomavirus 2	E	Y62	D55633	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris oral papillomavirus 1	CPV1	NULL	1	202104088	vertebrates	ssDNA
Lambdapapillomavirus 3	E	Zurich	FJ492744	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 6	CPV6	NULL	1	202104089	vertebrates	ssDNA
Lambdapapillomavirus 4	E	Z146-02	AY763115	NULL	Complete genome	NULL	NULL	NULL	Procyon lotor papillomavirus 1	PlPV1	NULL	1	202104090	vertebrates	ssDNA
Lambdapapillomavirus 5	E		HQ585856	NULL	Complete genome	NULL	NULL	NULL	Crocuta crocuta papillomavirus 1	CcrPV1	NULL	1	202104091	vertebrates	ssDNA
Mupapillomavirus 1	E		V01116	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 1	HPV1	NULL	1	202104093	vertebrates	ssDNA
Mupapillomavirus 2	E		X70828	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 63	HPV63	NULL	1	202104094	vertebrates	ssDNA
Mupapillomavirus 3	E	A342	KP769769	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 204	HPV204	NULL	1	202104095	vertebrates	ssDNA
Nupapillomavirus 1	E		X56147	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 41	HPV41	NULL	1	202104097	vertebrates	ssDNA
Omegapapillomavirus 1	E		EF536349	NULL	Complete genome	NULL	NULL	NULL	Ursus maritimus papillomavirus 1	UmPV1	NULL	1	202104099	vertebrates	ssDNA
Omikronpapillomavirus 1	E		AJ238373	NULL	Complete genome	NULL	NULL	NULL	Phocoena spinipinnis papillomavirus	PsPV1	NULL	1	202104101	vertebrates	ssDNA
Phipapillomavirus 1	E		DQ091200	NULL	Complete genome	NULL	NULL	NULL	Capra hircus papillomavirus 1	ChPV1	NULL	1	202104103	vertebrates	ssDNA
Pipapillomavirus 1	E	APV10	HG530538	NULL	Complete genome	NULL	NULL	NULL	Mesocricetus auratus papillomavirus 1	MaPV1	NULL	1	202104105	vertebrates	ssDNA
Pipapillomavirus 2	E		DQ664501	NULL	Complete genome	NULL	NULL	NULL	Mastomys coucha papillomavirus 2	McPV2	NULL	1	202104106	vertebrates	ssDNA
Psipapillomavirus 1	E		DQ366842	NULL	Complete genome	NULL	NULL	NULL	Rousettus aegyptiacus papillomavirus 1	RaPV1	NULL	1	202104108	vertebrates	ssDNA
Psipapillomavirus 2	E		KX276957	NULL	Complete genome	NULL	NULL	NULL	Eidolon helvum papillomavirus 2	EhPV2	NULL	1	202105872	vertebrates	ssDNA
Psipapillomavirus 3	E		KX276956	NULL	Complete genome	NULL	NULL	NULL	Eidolon helvum papillomavirus 3	EhPV3	NULL	1	202105873	vertebrates	ssDNA
Rhopapillomavirus 1	E		AY609301	NULL	Complete genome	NULL	NULL	NULL	Trichechus manatus latirostris papillomavirus 1	TmPV1	NULL	1	202104110	vertebrates	ssDNA
Rhopapillomavirus 2	E		KP205502	NULL	Complete genome	NULL	NULL	NULL	Trichechus manatus latirostris papillomavirus 3	TmPV3	NULL	1	202104111	vertebrates	ssDNA
Sigmapapillomavirus 1	E		AY684126	NULL	Complete genome	NULL	NULL	NULL	Erethizon dorsatum papillomavirus 1	EdPV1	NULL	1	202104113	vertebrates	ssDNA
Taupapillomavirus 1	E		AY722648	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 2	CPV2	NULL	1	202104115	vertebrates	ssDNA
Taupapillomavirus 2	E	Zurich/2011	JX141478	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 13	CPV13	NULL	1	202104116	vertebrates	ssDNA
Taupapillomavirus 3	E	MyDave	JX972168	NULL	Complete genome	NULL	NULL	NULL	Felis catus papillomavirus 3	FcaPV3	NULL	1	202104117	vertebrates	ssDNA
Taupapillomavirus 4	E		KF006988	NULL	Complete genome	NULL	NULL	NULL	Mustela putorius papillomavirus 1	MpPV1	NULL	1	202105874	vertebrates	ssDNA
Thetapapillomavirus 1	E		AF502599	NULL	Complete genome	NULL	NULL	NULL	Psittacus erithacus papillomavirus 1	PePV1	NULL	1	202104119	vertebrates	ssDNA
Treisdeltapapillomavirus 1	E		KC858266	NULL	Complete genome	NULL	NULL	NULL	Rhinolophus ferrumequinum papillomavirus 1	RfPV1	NULL	1	202104121	vertebrates	ssDNA
Treisepsilonpapillomavirus 1	E	Crozier_2013	KJ173785	NULL	Complete genome	NULL	NULL	NULL	Pygoscelis adeliae papillomavirus	PaPV1	NULL	1	202104123	vertebrates	ssDNA
Treisetapapillomavirus 1	E	ILAT 93957	KF857586	NULL	Complete genome	NULL	NULL	NULL	Vulpes vulpes papillomavirus 1	VvPV1	NULL	1	202104125	vertebrates	ssDNA
Treisiotapapillomavirus 1	E		JQ814847	NULL	Complete genome	NULL	NULL	NULL	Myotis ricketti papillomavirus 1	MrPV1	NULL	1	202105875	vertebrates	ssDNA
Treiskappapapillomavirus 1	E	NCSU	KU963288	NULL	Complete genome	NULL	NULL	NULL	Equus caballus papillomavirus 8	EcPV8	NULL	1	202105877	vertebrates	ssDNA
Treisthetapapillomavirus 1	E	IZW 39/08	KP757765	NULL	Complete genome	NULL	NULL	NULL	Rusa timorensis papillomavirus 1	RtiPV1	NULL	1	202105879	vertebrates	ssDNA
Treiszetapapillomavirus 1	E		KJ452243	NULL	Complete genome	NULL	NULL	NULL	Fulmarus glacialis papillomavirus 1	FgPV1	NULL	1	202104127	vertebrates	ssDNA
Upsilonpapillomavirus 1	E		EU240894	NULL	Complete genome	NULL	NULL	NULL	Tursiops truncatus papillomavirus 1	TtPV1	NULL	1	202104129	vertebrates	ssDNA
Upsilonpapillomavirus 2	E		AY956402	NULL	Complete genome	NULL	NULL	NULL	Tursiops truncatus papillomavirus 2	TtPV2	NULL	1	202104130	vertebrates	ssDNA
Upsilonpapillomavirus 3	E		GU117622	NULL	Complete genome	NULL	NULL	NULL	Phocoena phocoena papillomavirus 2	PphPV2	NULL	1	202104131	vertebrates	ssDNA
Xipapillomavirus 1	E		AF486184	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 3	BPV3	NULL	1	202104133	vertebrates	ssDNA
Xipapillomavirus 2	E	PR000001	JF834523	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 12	BPV12	NULL	1	202104134	vertebrates	ssDNA
Xipapillomavirus 3	E		KC810012	NULL	Complete genome	NULL	NULL	NULL	Rangifer tarandus papillomavirus 2	RtPV2	NULL	1	202104135	vertebrates	ssDNA
Xipapillomavirus 4	E		KU519392	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 17	BPV17	NULL	1	202105881	vertebrates	ssDNA
Xipapillomavirus 5	E	S129/08.1	KT932712	NULL	Complete genome	NULL	NULL	NULL	Cervus elaphus papillomavirus 2	CePV2	NULL	1	202105882	vertebrates	ssDNA
Zetapapillomavirus 1	E		AF498323	NULL	Complete genome	NULL	NULL	NULL	Equus caballus papillomavirus 1	EcPV1	NULL	1	202104137	vertebrates	ssDNA
Alefpapillomavirus 1	E	SA9pv	KX643372	NULL	Complete genome	NULL	NULL	NULL	Sparus aurata papillomavirus 1	SaPV1	NULL	1	202105884	vertebrates	ssDNA
Asteroid aquambidensovirus 1	E		KM052275	NULL	Complete coding genome	NULL	NULL	NULL	sea star-associated densovirus	SSaDV	NULL	1	202104209	invertebrates	ssDNA(+/-)
Decapod aquambidensovirus 1	E		KP410261	NULL	Complete coding genome	NULL	NULL	NULL	Cherax quadricarinatus densovirus	CqDV	NULL	1	202104212	invertebrates	ssDNA(+/-)
Ostreid aquambidensovirus 1	E	CH-OY-1	KY548840	NULL	Complete coding genome	NULL	NULL	NULL	Crassostrea ariakensis ambidensovirus 1	CaaDV	NULL	1	202109264	invertebrates	ssDNA(+/-)
Blattodean blattambidensovirus 1	E		AY189948	NULL	Complete genome	NULL	NULL	NULL	Blattella germanica densovirus 1	BgDV1	NULL	1	202104211	invertebrates	ssDNA(+/-)
Hemipteran diciambidensovirus 1	E		KX165268	NULL	Complete genome	NULL	NULL	NULL	Diaphorina citri densovirus	DcDV	NULL	1	202109266	invertebrates	ssDNA(+/-)
