species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule
Emaravirus populi	E	E55089	RNA1: LR742461; RNA2: LR742462; RNA3: LR742463; RNA4: LR742464; RNA5: LR742465	NULL	Complete coding genome	NULL	NULL	NULL	aspen mosaic-associated virus	AsMaV	NULL	1	202109371	plants	ssRNA(-)
Emaravirus pyri	E	CG1	RNA1: MK602177; RNA2: MK602178; RNA3: MK602179; RNA4: MK602180; RNA5: MK602181	NULL	Complete genome	NULL	NULL	NULL	pear chlorotic leaf spot-associated virus	PCLSaV	NULL	1	202109546	plants	ssRNA(-)
Emaravirus quercus	E	Strain A72; isolate E54899	RNA1: LR828198; RNA2: LR828199; RNA3: LR828200; RNA4: LR828201; RNA5: LR828202	NULL	Complete coding genome	NULL	NULL	NULL	common oak ringspot-associated virus	CORaV	NULL	1	202113866	plants	ssRNA(-)
Emaravirus rosae	E	Arkansas+SEQISO	RNA1: HQ871942; RNA2: HQ871943; RNA3: HQ871944; RNA4: HQ871945; RNA5: KM007081; RNA6: KM007082; RNA7: KM007083	NULL	Complete genome	NULL	NULL	NULL	rose rosette virus	RRV	NULL	1	202100017	plants	ssRNA(-)
Emaravirus rubi	E	Arkansas	RNA1: KY056657; RNA2: KY056658; RNA3: KY056659; RNA4: KY056660; RNA5: KY056661	NULL	Complete genome	NULL	NULL	NULL	blackberry leaf mottle-associated virus	BLMaV	NULL	1	202107357	plants	ssRNA(-)
Emaravirus sorbi	E	Hamburg	RNA1: AY563040; RNA2: AY563041; RNA3: DQ831831; RNA4: DQ831828	NULL	Complete genome	NULL	NULL	NULL	European mountain ash ringspot-associated virus	EMARaV	NULL	1	202100010	plants	ssRNA(-)
Emaravirus syringae	E	SX-1	RNA1: MT112174; RNA2: MT112175; RNA3: MT112176; RNA4: MT112177; RNA5: MT112178	NULL	Complete coding genome	NULL	NULL	NULL	lilac chlorotic ringspot-associated virus	LiCRaV	NULL	1	202109383	plants	ssRNA(-)
Emaravirus toordali	E	ICP8863	RNA1: HF912243; RNA2: HF912244; RNA3: HF912245; RNA4: HF912246; RNA5: HG939489; RNA6: HG939490	NULL	Complete genome	NULL	NULL	NULL	pigeonpea sterility mosaic virus 2	PPSMV-2	NULL	1	202100014	plants	ssRNA(-)
Emaravirus tritici	E	Nebraska	RNA1: KJ939623; RNA2: KJ939624; RNA3: KJ939626; RNA4: KJ939627; RNA5: KJ939628; RNA6: KJ939629; RNA7: KJ939630; RNA8: KJ939631	NULL	Complete genome	NULL	NULL	NULL	High Plains wheat mosaic virus	HPWMoV	NULL	1	202100012	plants	ssRNA(-)
Emaravirus verbanni	E	CAMNGS2018	RNA1: MN385577; RNA2: MN385578; RNA3: MN385579; RNA4: MN385580	NULL	Complete coding genome	NULL	NULL	NULL	Camellia japonica-associated virus 2	CjaV-2	NULL	1	202109601	plants	ssRNA(-)
Emaravirus ziziphi	E	JYMaV1	RNA1: MK305894; RNA2: MK305895; RNA3: MK305896; RNA4: MK305897; RNA5: MK305898; RNA6:MK305899	NULL	Complete coding genome	NULL	NULL	NULL	Jujube yellow mottle-associated virus	JYMaV1	NULL	1	202109614	plants	ssRNA(-)
Batfish actinovirus	E	XQTMS16810	MG599943	NULL	Complete genome	NULL	NULL	NULL	Wēnlǐng minipizza batfish virus	WEMBV	NULL	1	202106428	vertebrates	ssRNA(-)
Goosefish actinovirus	E	XQTMS34106	MG599946	NULL	Complete genome	NULL	NULL	NULL	Wēnlǐng yellow goosefish virus	WEYGV	NULL	1	202106430	vertebrates	ssRNA(-)
Perch actinovirus	E	PAV/CH19	L: MN510769; MN510770; S: MN510771	NULL	Complete genome	NULL	NULL	NULL	Bern perch virus	BRPV	NULL	1	202109699	vertebrates	ssRNA(-)
Spikefish actinovirus	E	XTXMS70955	MG599949	NULL	Complete genome	NULL	NULL	NULL	Wēnlǐng red spikefish virus	WERSV	NULL	1	202106429	vertebrates	ssRNA(-)
Hagfish agnathovirus	E	DHMMS25300	MG599952	NULL	Complete genome	NULL	NULL	NULL	Wēnlǐng hagfish virus	WEHV	NULL	1	202106433	vertebrates	ssRNA(-)
Brno loanvirus	E	7/2012/CZE	L: KX845680; M: KX845679; S: KX845678	NULL	Complete coding genome	NULL	NULL	NULL	Brno virus	BRNV	NULL	1	202107442	vertebrates	ssRNA(-)
Longquan loanvirus	E	Longquan- Rs-32	L: JX465388; M: JX465402; S: JX465422	NULL	Partial genome	NULL	NULL	NULL	Lóngquán virus	LQUV	NULL	1	202100044	vertebrates	ssRNA(-)
Laibin mobatvirus	E	BT20	L: KM102249; M: KM102248; S: KM102247	NULL	Complete genome	NULL	NULL	NULL	Láibīn virus	LAIV	NULL	1	202100043	vertebrates	ssRNA(-)
Lena mobatvirus	E	Khekhtsir-Sc67/Russia/2008	L: MH499472; M: MH499471; S: MH499470	NULL	Complete genome	NULL	NULL	NULL	Lena virus	LENV	NULL	1	202109700	vertebrates	ssRNA(-)
Nova mobatvirus	E	3483 (Te34)	L: KR072623; M: KR072622; S: KR072621	NULL	Complete genome	NULL	NULL	NULL	Nova virus	NVAV	NULL	1	202100049	vertebrates	ssRNA(-)
Quezon mobatvirus	E	MT1720/1657	L: KU950715; M: KU950714; S: KU950713	NULL	Complete genome	NULL	NULL	NULL	Quezon virus	QZNV	NULL	1	202100053	vertebrates	ssRNA(-)
Xuan Son mobatvirus	E	PR15	L: KY662275; M:KY662274; S: KY662273	NULL	Complete genome	NULL	NULL	NULL	Xuân Sơn virus	XSV	NULL	1	202109701	vertebrates	ssRNA(-)
Andes orthohantavirus	E	Chile-9717869	L: AF291704; M: AF291703; S: AF291702	NULL	Complete genome	NULL	NULL	NULL	Andes virus	ANDV	NULL	1	202100022	vertebrates	ssRNA(-)
Asama orthohantavirus	E	N10	M: EU929075; S: EU929072	NULL	Partial genome	NULL	NULL	NULL	Asama virus	ASAV	NULL	1	202100023	vertebrates	ssRNA(-)
Asikkala orthohantavirus	E	CZ/Beskydy/412/2010/Sm	L: KC880347; M: KC880344; S: KC880341	NULL	Complete genome	NULL	NULL	NULL	Asikkala virus	ASIV	NULL	1	202100024	vertebrates	ssRNA(-)
Bayou orthohantavirus	E	HV F0260003	L: GQ244526; M: L36930; S: L36929	NULL	Complete genome	NULL	NULL	NULL	Bayou virus	BAYV	NULL	1	202100025	vertebrates	ssRNA(-)
Black Creek Canal orthohantavirus	E		L: L39951; M: L39950; S: L39949	NULL	Partial genome	NULL	NULL	NULL	Black Creek Canal virus	BCCV	NULL	1	202100026	vertebrates	ssRNA(-)
Bowe orthohantavirus	E	VN1512	L: KC631784; M: KC631783; S: KC631782	NULL	Complete coding genome	NULL	NULL	NULL	Bowé virus	BOWV	NULL	1	202100027	vertebrates	ssRNA(-)
Bruges orthohantavirus	E	BE/Vieux/Genappe/TE/2013/1	L: KX551962; M: KX551961; S: KX551960	NULL	Complete coding genome	NULL	NULL	NULL	Bruges virus	BRUV	NULL	1	202100028	vertebrates	ssRNA(-)
Cano Delgadito orthohantavirus	E	VHV-574	L: GQ200821; M: DQ284451; S: DQ285566	NULL	Complete coding genome	NULL	NULL	NULL	Caño Delgadito virus	CADV	NULL	1	202100029	vertebrates	ssRNA(-)
Cao Bang orthohantavirus	E	3	L: EF543525; M: EF543526; S: EF543524	NULL	Complete genome	NULL	NULL	NULL	Cao Bang virus	CBV	NULL	1	202100030	vertebrates	ssRNA(-)
Choclo orthohantavirus	E	MSB96073	M: DQ285047; S: DQ285046	NULL	Partial genome	NULL	NULL	NULL	Choclo virus	CHOV	NULL	1	202100031	vertebrates	ssRNA(-)
Dabieshan orthohantavirus	E	Yongjia-Nc-58	M: JF796036; S: JF796022	NULL	Partial genome	NULL	NULL	NULL	Dabieshan virus	DABV	NULL	1	202100032	vertebrates	ssRNA(-)
Dobrava-Belgrade orthohantavirus	E	Ano/Poroia/Afl9/1999	L: AJ410617; M: AJ410616; S: AJ410615	NULL	Complete genome	NULL	NULL	NULL	Dobrava-Belgrade virus	DOBV	NULL	1	202100033	vertebrates	ssRNA(-)
El Moro Canyon orthohantavirus	E	RM-97	M: U26828; S: U11427	NULL	Partial genome	NULL	NULL	NULL	El Moro Canyon virus	ELMCV	NULL	1	202100034	vertebrates	ssRNA(-)
Fugong orthohantavirus	E	FG10	L: KT899703; M: KT899702; S: KT899701	NULL	Complete genome	NULL	NULL	NULL	Fugong virus	FUGV	NULL	1	202100035	vertebrates	ssRNA(-)
Fusong orthohantavirus	E	Mf-682	M: EU072488; S: EU072480	NULL	Partial genome	NULL	NULL	NULL	Fusong virus	FUSV	NULL	1	202100036	vertebrates	ssRNA(-)
Hantaan orthohantavirus	E	76-118	L: X55901; M: M14627; S: M14626	NULL	Complete genome	NULL	NULL	NULL	Hantaan virus	HTNV	NULL	1	202100037	vertebrates	ssRNA(-)
Jeju orthohantavirus	E	43779	L: HQ834697; M: HQ834696; S: HQ834695	NULL	Complete genome	NULL	NULL	NULL	Jeju virus	JEJV	NULL	1	202100039	vertebrates	ssRNA(-)
Kenkeme orthohantavirus	E	Fuyuan-Sr-326	L: KJ857320; M: KJ857337; S: KJ857341	NULL	Complete genome	NULL	NULL	NULL	Kenkeme virus	KENV	NULL	1	202100040	vertebrates	ssRNA(-)
Khabarovsk orthohantavirus	E	Fuyuan-Mm-217	L: KJ857321; M: KJ857338; S: KJ857342	NULL	Complete genome	NULL	NULL	NULL	Khabarovsk virus	KHAV	NULL	1	202100041	vertebrates	ssRNA(-)
Laguna Negra orthohantavirus	E	510B	M: AF005728; S: AF005727	NULL	Partial genome	NULL	NULL	NULL	Laguna Negra virus	LANV	NULL	1	202100042	vertebrates	ssRNA(-)
Luxi orthohantavirus	E	LX309	L: HQ404253; M: HM756287; S: HM756286	NULL	Complete genome	NULL	NULL	NULL	Luxi virus	LUXV	NULL	1	202100045	vertebrates	ssRNA(-)
Maporal orthohantavirus	E	HV 97021050	L: EU788002; M: AY363179; S: AY267347	NULL	Complete genome	NULL	NULL	NULL	Maporal virus	MAPV	NULL	1	202100046	vertebrates	ssRNA(-)
Montano orthohantavirus	E	104/2006	L: AB620102; M: AB620101; S: AB620100	NULL	Complete genome	NULL	NULL	NULL	Montano virus	MONV	NULL	1	202100047	vertebrates	ssRNA(-)
Necocli orthohantavirus	E	HV O0020002	L: KF735065; M: KF494345; S: KF481954	NULL	Partial genome	NULL	NULL	NULL	Necocli virus	NECV	NULL	1	202100048	vertebrates	ssRNA(-)
Oxbow orthohantavirus	E	Ng1453	L: FJ593497; M: FJ539167; S: FJ539166	NULL	Partial genome	NULL	NULL	NULL	Oxbow virus	OXBV	NULL	1	202100050	vertebrates	ssRNA(-)
Prospect Hill orthohantavirus	E	PH-1	L: EF646763; M: X55129; S: Z49098	NULL	Complete genome	NULL	NULL	NULL	Prospect Hill virus	PHV	NULL	1	202100051	vertebrates	ssRNA(-)
Puumala orthohantavirus	E	CG1820	L: M63194; M: M29979; S: M32750	NULL	Partial genome	NULL	NULL	NULL	Puumala virus	PUUV	NULL	1	202100052	vertebrates	ssRNA(-)
Robina orthohantavirus	E	P17-14855	L: MK165653; M: MK165654; S: MK165655	NULL	Complete genome	NULL	NULL	NULL	Robina virus	ROBV	NULL	1	202109702	vertebrates	ssRNA(-)
Rockport orthohantavirus	E	MSB57412	L: HM015221; M: HM015219; S: HM015223	NULL	Complete genome	NULL	NULL	NULL	Rockport virus	ROCV	NULL	1	202100054	vertebrates	ssRNA(-)
Sangassou orthohantavirus	E	SA14	L: JQ082302; M: JQ082301; S: JQ082300	NULL	Complete genome	NULL	NULL	NULL	Sangassou virus	SANGV	NULL	1	202100055	vertebrates	ssRNA(-)
Seewis orthohantavirus	E	EWS25	KY651020	NULL	Partial genome	NULL	NULL	NULL	Seewis virus	SWSV	NULL	1	202100021	vertebrates	ssRNA(-)
Seoul orthohantavirus	E	80-39	L: X56492; M: S47716; S: AY273791	NULL	Complete genome	NULL	NULL	NULL	Seoul virus	SEOV	NULL	1	202100056	vertebrates	ssRNA(-)
Sin Nombre orthohantavirus	E	NM R11	L: L37902; M: L37903; S: L37904	NULL	Complete genome	NULL	NULL	NULL	sin nombre virus	SNV	NULL	1	202100057	vertebrates	ssRNA(-)
Tatenale orthohantavirus	E	Upton_Heath	L: MK883760; M: MK883758; S: MK883756	NULL	Complete genome	NULL	NULL	NULL	Tatenale virus	TATV	NULL	1	202109703	vertebrates	ssRNA(-)
Thailand orthohantavirus	E	ATD49	L: KC490918; M: KC490919; S: KC490922	NULL	Complete genome	NULL	NULL	NULL	Anjozorobe virus	ANJV	NULL	1	202100058	vertebrates	ssRNA(-)
Tigray orthohantavirus	E	ET2121	KU934008	NULL	Partial genome	NULL	NULL	NULL	Tigray virus	TIGV	NULL	1	202106435	vertebrates	ssRNA(-)
Tula orthohantavirus	E	Moravia/5302v	L: AJ005637; M: Z69993; S: Z49915	NULL	Complete genome	NULL	NULL	NULL	Tula virus	TULV	NULL	1	202100060	vertebrates	ssRNA(-)
Yakeshi orthohantavirus	E	SI-210	M: JX465403; S: JX465423	NULL	Partial genome	NULL	NULL	NULL	Yakeshi virus	YAKV	NULL	1	202100061	vertebrates	ssRNA(-)
Imjin thottimvirus	E	Cixi-Cl-23	L: KJ420567; M: KJ420541; S: KJ420559	NULL	Complete genome	NULL	NULL	NULL	Imjin virus	MJNV	NULL	1	202100038	vertebrates	ssRNA(-)
Thottapalayam thottimvirus	E	VRC 66412	L: DQ825770; M: DQ825771; S: AY526097	NULL	Complete genome	NULL	NULL	NULL	Thottapalayam virus	TPMV	NULL	1	202100059	vertebrates	ssRNA(-)
Gecko reptillovirus	E	LPXYF84819	MG599940	NULL	Partial genome	NULL	NULL	NULL	Hainan oriental lead-toed gecko virus	HOLGV	NULL	1	202106438	vertebrates	ssRNA(-)
Shilevirus leptomonadis	E	LepmorLBV1b	L: KX280012; M: KX280013; S: KX280014	NULL	Complete genome	NULL	NULL	NULL	Leptomonas moramango leishbunyavirus	LEPMV	NULL	1	202106595	protozoa	ssRNA(-)
Hubavirus myriapedis	E	GCM10499	L: KX884758; M: KX884759; S: KX884760	NULL	Complete coding genome	NULL	NULL	NULL	Húběi myriapoda virus 5	HbMV-5	NULL	1	202106215	invertebrates	ssRNA(-)
Grotenhout norwavirus	E	Gierle-1	L: KY700684; S: KY700683	NULL	Partial genome	NULL	NULL	NULL	Grotenhout virus		NULL	1	202109788	invertebrates	ssRNA(-)
Blattodean ocetevirus	E	OKIAV321	L: MT153554; M: MT153521; S: MT153362	NULL	Complete coding genome	NULL	NULL	NULL	Blattodean nairo-related virus 321		NULL	1	202109790	invertebrates	ssRNA(-)
Abu Hammad orthonairovirus	E	Art 1194	L: KU925434; M: KU925435; S: KU925436	NULL	Complete coding genome	NULL	NULL	NULL	Abu Hammad virus	AHV	NULL	1	202109757	invertebrates	ssRNA(-)
Abu Mina orthonairovirus	E	EG AN 4996	L: KU925437; M: KU925438; S: KU925439	NULL	Complete coding genome	NULL	NULL	NULL	Abu Mina virus	AMV	NULL	1	202109758	invertebrates	ssRNA(-)
Artashat orthonairovirus	E	LEIV-10898Az	L: KP792744; M: KP792745; S: KP792746	NULL	Complete coding genome	NULL	NULL	NULL	Artashat virus	ARTSV	NULL	1	202105462	invertebrates	ssRNA(-)
Avalon orthonairovirus	E	CanAr173	L: KU925440; M: KU925441; S: KU925442	NULL	Complete coding genome	NULL	NULL	NULL	Avalon virus	AVAV	NULL	1	202109759	invertebrates	ssRNA(-)
Bandia orthonairovirus	E	IPD/A611	L: KU343148; M: KU343149; S: KU343150	NULL	Complete coding genome	NULL	NULL	NULL	Bandia virus	BDAV	NULL	1	202109760	vertebrates	ssRNA(-)
Burana orthonairovirus	E	760	L: KP792705; M: KP792706; S: KP792707	NULL	Complete coding genome	NULL	NULL	NULL	Burana virus	BURV	NULL	1	202109761	invertebrates	ssRNA(-)
Chim orthonairovirus	E	LEIV-858Uz	L: KP792711; M: KP792712; S: KP792713	NULL	Complete coding genome	NULL	NULL	NULL	Chim virus	CHIMV	NULL	1	202105463	invertebrates	ssRNA(-)
Congoid orthonairovirus	E	AP92	L: DQ211612; M: DQ211625; S: DQ211638	NULL	Complete genome	NULL	NULL	NULL	Crimean-Congo hemorrhagic fever virus 2	CCHFV-2	NULL	1	202109762	"invertebrates, vertebrates"	ssRNA(-)
Crimean-Congo hemorrhagic fever orthonairovirus	E	IbAr10200	L: AY389361; M: AF467768; S: U88410	NULL	Complete genome	NULL	NULL	NULL	Crimean-Congo hemorrhagic fever virus	CCHFV	NULL	1	202100070	"invertebrates, vertebrates"	ssRNA(-)
Dera Ghazi Khan orthonairovirus	E	JD254	L: KU343151; M: KU343152; S: KU343153	NULL	Partial genome	NULL	NULL	NULL	Dera Ghazi Khan virus	DGKV	NULL	1	202100071	"invertebrates, vertebrates"	ssRNA(-)
Dugbe orthonairovirus	E	ArD44313	L: U15018; M: M94133; S: AF434161	NULL	Complete genome	NULL	NULL	NULL	Dugbe virus	DUGV	NULL	1	202100072	"invertebrates, vertebrates"	ssRNA(-)
Erve orthonairovirus	E		L: JF911697; M: JF911698; S: JF911699	NULL	Complete coding genome	NULL	NULL	NULL	Erve virus	ERVEV	NULL	1	202109763	"invertebrates, vertebrates"	ssRNA(-)
Estero Real orthonairovirus	E	K329	L: MH017280; M: MH017286; S: MH017274	NULL	Complete genome	NULL	NULL	NULL	Estero Real virus	ERV	NULL	1	202100107	invertebrates	ssRNA(-)
Gossas orthonairovirus	E	DakAnD 401	L: KR534878; M: KR534877; S: KR534876	NULL	Complete coding genome	NULL	NULL	NULL	Gossas virus	GOSV	NULL	1	202109764	vertebrates	ssRNA(-)
Hazara orthonairovirus	E	JC280	L: KP406723; M: KP406724; S: KP406725	NULL	Complete genome	NULL	NULL	NULL	Hazara virus	HAZV	NULL	1	202100073	invertebrates	ssRNA(-)
Huangpi orthonairovirus	E	H124-1	L: KM817667; M: KM817706; S: KM817734	NULL	Complete coding genome	NULL	NULL	NULL	Huángpí tick virus 1	HpTV-1	NULL	1	202109765	invertebrates	ssRNA(-)
Hughes orthonairovirus	E	CalAr846	L: KU343154; M: KU343155; S: KU343156	NULL	Complete genome	NULL	NULL	NULL	Farallon virus	FARV	NULL	1	202100074	invertebrates	ssRNA(-)
Issyk-kul orthonairovirus	E	LEIV-315K	L: KF892055; M: KF892056; S: KF892057	NULL	Complete genome	NULL	NULL	NULL	Issyk-kul virus	ISKV	NULL	1	202109766	vertebrates	ssRNA(-)
Kasokero orthonairovirus	E	Z-52963	L: KR537444; M: KR537445; S: KR537446	NULL	Complete genome	NULL	NULL	NULL	Kasokero virus	KASV; KASOV	NULL	1	202100075	vertebrates	ssRNA(-)
Keterah orthonairovirus	E	P61361	L: KR537447; M: KR537448; S: KR537449	NULL	Complete genome	NULL	NULL	NULL	Keterah virus	KETV	NULL	1	202100076	"invertebrates, vertebrates"	ssRNA(-)
Kupe orthonairovirus	E	K611	L: EU257628; M: EU257627; S: EU257626	NULL	Complete genome	NULL	NULL	NULL	kupe virus	KUPEV	NULL	1	202109767	invertebrates	ssRNA(-)
Leopards Hill orthonairovirus	E	11SB17	L: AB842088; M: AB842089; S: AB842090	NULL	Complete genome	NULL	NULL	NULL	Leopards Hill virus	LPHV	NULL	1	202109768	vertebrates	ssRNA(-)
Meram orthonairovirus	E	M1	L: MN972594; M: MN972595; S: MN972596	NULL	Complete coding genome	NULL	NULL	NULL	Meram virus		NULL	1	202109769	invertebrates	ssRNA(-)
Nairobi sheep disease orthonairovirus	E	Jilin	L: KM464726; M: KM464725; S: KM464724	NULL	Complete genome	NULL	NULL	NULL	Nairobi sheep disease virus	NSDV	NULL	1	202100077	"invertebrates, vertebrates"	ssRNA(-)
Pacific Coast orthonairovirus	E	Docc2011cons	L: KU933933; M: KU933934; S: KU933935	NULL	Complete coding genome	NULL	NULL	NULL	Pacific Coast virus		NULL	1	202109770	invertebrates	ssRNA(-)
Punta orthonairovirus	E		L: KU925473; M: KU925474; S: KU925475	NULL	Complete genome	NULL	NULL	NULL	Punta Salinas virus	PSV	NULL	1	202109771	invertebrates	ssRNA(-)
Qalyub orthonairovirus	E	ErAg370	L: KU343160; M: KU343161; S: KU343162	NULL	Complete genome	NULL	NULL	NULL	Qalyub virus	QYBV	NULL	1	202100078	"invertebrates, vertebrates"	ssRNA(-)
Sakhalin orthonairovirus	E	ScotAr7	L: KU343139; M: KU343140; S: KU343141	NULL	Complete genome	NULL	NULL	NULL	Clo Mor virus	CMV; CLMV	NULL	1	202100079	invertebrates	ssRNA(-)
Sapphire orthonairovirus	E		L: MK896468; M: MK896467; S: MK896466	NULL	Complete genome	NULL	NULL	NULL	Sapphire II virus	SAPV	NULL	1	202109772	invertebrates	ssRNA(-)
Scot orthonairovirus	E		L: KU343163; M: KU343164; S: KU343165	NULL	Complete coding genome	NULL	NULL	NULL	Clo Mor virus	CLMV	NULL	1	202109773	invertebrates	ssRNA(-)
Soldado orthonairovirus	E	TRVL 52214	L: KU925488; M: KU925489; S: KU925490	NULL	Complete genome	NULL	NULL	NULL	Soldado virus	SOLV	NULL	1	202109774	invertebrates	ssRNA(-)
Tacheng orthonairovirus	E	TC253	L: KM817683; M: KM817717; S: KM817743	NULL	Complete coding genome	NULL	NULL	NULL	Tǎchéng tick virus 1	TcTV-1	NULL	1	202109775	invertebrates	ssRNA(-)
Taggert orthonairovirus	E	MI14850	L: KT820205; M: KT820206; S: KT820207	NULL	Complete coding genome	NULL	NULL	NULL	Taggert virus	TAGV	NULL	1	202109776	invertebrates	ssRNA(-)
Tamdy orthonairovirus	E	TT1	L: MN792651; M: MN792652; S: MN792653	NULL	Complete coding genome	NULL	NULL	NULL	Tamdy virus	TAMV	NULL	1	202100069	invertebrates	ssRNA(-)
Thiafora orthonairovirus	E	AnD 11411	L: KR537450; M: KR537451; S: KR537452	NULL	Complete genome	NULL	NULL	NULL	Thiafora virus	TFAV	NULL	1	202100080	vertebrates	ssRNA(-)
Tofla orthonairovirus	E	Toku_Hfla_2013	L: LC008512; M: LC008511; S: LC008510	NULL	Complete genome	NULL	NULL	NULL	Tofla virus		NULL	1	202109777	invertebrates	ssRNA(-)
Tunis orthonairovirus	E		L: KU925497; M: KU925498; S: KU925499	NULL	Complete coding genome	NULL	NULL	NULL	Tunis virus		NULL	1	202109778	invertebrates	ssRNA(-)
Vinegar Hill orthonairovirus	E	CS1499	L: MF176881; M: MF176882; S: MF176883	NULL	Complete coding genome	NULL	NULL	NULL	Vinegar Hill virus	VINHV	NULL	1	202109779	invertebrates	ssRNA(-)
Wenzhou orthonairovirus	E	TS1-2	L: KM817685; M: KM817718; S: KM817745	NULL	Complete coding genome	NULL	NULL	NULL	Wēnzhōu tick virus	WzTV	NULL	1	202109780	invertebrates	ssRNA(-)
Yogue orthonairovirus	E	DakAnD 56	L: KR537453; M: KR537454; S: KR537455	NULL	Complete coding genome	NULL	NULL	NULL	Yogue virus	YOGV	NULL	1	202109781	vertebrates	ssRNA(-)
Zirqa orthonairovirus	E	A2070-1	L: KU343169; M: KU343170; S: KU343171	NULL	Complete genome	NULL	NULL	NULL	Zirqa virus	ZIRV	NULL	1	202109782	invertebrates	ssRNA(-)
South Bay sabavirus	E	SBV-H-1	L: KJ746877; S: KJ746878	NULL	Partial genome	NULL	NULL	NULL	South Bay virus	SBV	NULL	1	202109786	invertebrates	ssRNA(-)
Spider shaspivirus	E	SYZZ-4	L: KM817676; M: KM817712; S: KM817738	NULL	Complete coding genome	NULL	NULL	NULL	Shāyáng spider virus 1	SySV-1	NULL	1	202106217	invertebrates	ssRNA(-)
Strider striwavirus	E	SXSSP08	L: KM817674; M: KM817711; S: KM817737	NULL	Complete coding genome	NULL	NULL	NULL	Sānxiá water strider virus 1	SxWSV-1	NULL	1	202106219	invertebrates	ssRNA(-)
Xinzhou xinspivirus	E	XZZZ-2	L: KM817702; M: KM817729; S: KM817762	NULL	Complete coding genome	NULL	NULL	NULL	Xīnzhōu spider virus	XSV	NULL	1	202109784	invertebrates	ssRNA(-)
Herbert herbevirus	E	F23/CI/2004	L: JQ659256; M: JQ659257; S: JQ659258	NULL	Complete genome	NULL	NULL	NULL	Herbert virus	HERV	NULL	1	202100083	invertebrates	ssRNA(-)
Kibale herbevirus	E	P05/UG/2008	L: KF590577; M: KF590576; S: KF590575	NULL	Complete genome	NULL	NULL	NULL	Kibale virus	KIBV	NULL	1	202100084	invertebrates	ssRNA(-)
Tai herbevirus	E	F47/CI/2004	L: KF590574; M: KF590573; S: KF590572	NULL	Complete genome	NULL	NULL	NULL	Taï virus	TAIV	NULL	1	202100086	invertebrates	ssRNA(-)
Khurdivirus volgaense	E	LEIV-Ast01-5	L: KF981633; M: KF981634; S: KF981635	NULL	Complete genome	NULL	NULL	NULL	Khurdun virus	KHURV	NULL	1	202112232	"invertebrates, vertebrates"	ssRNA(-)
Lakivirus lakamhaense	E	Palenque-C559-Mx-2008	L: MN092355; M: MN092356; S: MN092357	NULL	Complete genome	NULL	NULL	NULL	Lakamha virus	LAKV	NULL	1	202112234	invertebrates	ssRNA(-)
Lambavirus wisconsinense	E	WVL16001-02A	L: MN119734; M: MN119735; S: MN119736	NULL	Complete genome	NULL	NULL	NULL	largemouth bass bunyavirus	LBBV	NULL	1	202112236	vertebrates	ssRNA(-)
Abras orthobunyavirus	E	75V1183	L: MH017275; M: MH017281; S: MH017269	NULL	Complete genome	NULL	NULL	NULL	Abras virus	ABRV	NULL	1	202109315	invertebrates	ssRNA(-)
Acara orthobunyavirus	E			NULL	No entry in Genbank	NULL	NULL	NULL	Acará virus	ACAV	NULL	1	202100089	"invertebrates, vertebrates"	ssRNA(-)
Aino orthobunyavirus	E	38K	L: HE795087; M: HE795088 ; S: HE795089	NULL	Complete genome	NULL	NULL	NULL	Aino virus	AINOV	NULL	1	202106382	"invertebrates, vertebrates"	ssRNA(-)
Akabane orthobunyavirus	E	OBE-1	L: AB190458; M: AB100604; S: AB000851	NULL	Complete genome	NULL	NULL	NULL	Akabane virus	AKAV	NULL	1	202100090	"invertebrates, vertebrates"	ssRNA(-)
Alajuela orthobunyavirus	E	MARU 11079	L: KM272186; M: KM272187; S: KM272188	NULL	Complete genome	NULL	NULL	NULL	Alajuela virus	ALJV	NULL	1	202100091	invertebrates	ssRNA(-)
Anadyr orthobunyavirus	E	LEIV-13395Mg	L: KU159766; M: KU159765; S: KU159764	NULL	Complete genome	NULL	NULL	NULL	Anadyr viurs	ANADV	NULL	1	202106354	invertebrates	ssRNA(-)
Ananindeua orthobunyavirus	E	BeAn20525	L: MG821226; M: MG821227; S: MG821228	NULL	Complete genome	NULL	NULL	NULL	Ananindeua virus	ANUV	NULL	1	202109316	vertebrates	ssRNA(-)
Anhembi orthobunyavirus	E	SPAr2984	L: JN572062; M: JN572063; S: JN572064	NULL	Complete genome	NULL	NULL	NULL	Anhembi virus	AMBV	NULL	1	202106383	"invertebrates, vertebrates"	ssRNA(-)
Anopheles A orthobunyavirus	E	TRVL 10076	L: KP792672; M: KP792671; S: KP792670	NULL	Complete genome	NULL	NULL	NULL	Lukuni virus	LUKV	NULL	1	202100092	"invertebrates, vertebrates"	ssRNA(-)
Anopheles B orthobunyavirus	E		S: FJ660417	NULL	Partial genome	NULL	NULL	NULL	Anopheles B virus	ANBV	NULL	1	202100093	"invertebrates, vertebrates"	ssRNA(-)
Apeu orthobunyavirus	E	BeAn848	L: MG029269; M: MG029270; S: MG029271	NULL	Complete genome	NULL	NULL	NULL	Apeú virus	APEUV	NULL	1	202109317	vertebrates	ssRNA(-)
